duration_as_adoptable,age,breed_mixed,breed_primary,city,coat,color_primary,distance,gender,goodwith_cats,goodwith_children,goodwith_dogs,hasimage,hasvideo,house_trained,population,shots_current,size,spayed_neutered,special_needs
14.027939814814815,Adult,True,Mixed Breed,Stanwood,Short,Black,4.0267,Male,False,unknown,True,True,False,False,6560.0,True,Large,True,False
2.0550810185185187,Adult,True,Mixed Breed,Stanwood,Short,unknown,4.0267,Female,True,unknown,True,True,False,False,6560.0,True,Large,True,False
2.057673611111111,Adult,True,Australian Cattle Dog / Blue Heeler,Stanwood,Medium,Merle (Red),4.0267,Female,False,unknown,True,True,False,False,6560.0,True,Large,True,False
26.978472222222226,Baby,True,Australian Cattle Dog / Blue Heeler,Mount Vernon,Short,Black,4.1636,Female,unknown,unknown,True,True,False,False,32957.0,True,Small,True,False
39.40300925925926,Young,True,Australian Cattle Dog / Blue Heeler,Mount Vernon,Short,Merle (Blue),4.1636,Female,True,unknown,True,True,False,True,32957.0,True,Small,True,False
10.869953703703704,Adult,False,Yellow Labrador Retriever,Burlington,Short,Yellow / Tan / Blond / Fawn,0.6935,Male,True,True,True,True,False,True,8509.0,True,Large,True,False
10.909201388888887,Adult,False,Yellow Labrador Retriever,Burlington,Short,Golden,0.6935,Male,unknown,True,True,True,False,True,8509.0,True,Large,True,False
3.146747685185185,Baby,True,Labrador Retriever,Burlington,Medium,Apricot / Beige,0.6935,Female,unknown,True,True,True,False,True,8509.0,True,Medium,True,False
20.75954861111111,Adult,True,Labrador Retriever,Burlington,Short,Brown / Chocolate,0.6935,Male,unknown,True,True,True,False,True,8509.0,True,Large,True,False
22.95252314814815,Adult,True,Australian Cattle Dog / Blue Heeler,Stanwood,Short,"Tricolor (Brown, Black, & White)",4.0267,Male,unknown,False,True,True,False,False,6560.0,True,Large,True,False
6.967743055555554,Adult,True,Border Collie,Stanwood,Long,Red / Chestnut / Orange,4.0267,Male,unknown,False,True,True,False,False,6560.0,True,Large,True,False
40.13167824074074,Adult,True,Mixed Breed,Stanwood,Short,Brown / Chocolate,4.0267,Male,unknown,False,unknown,True,False,False,6560.0,True,Large,True,False
40.13349537037037,Adult,True,Hound,Stanwood,Short,Black,4.0267,Male,False,False,True,True,False,False,6560.0,True,Large,True,False
15.885671296296294,Baby,True,Australian Cattle Dog / Blue Heeler,Mount Vernon,Short,Merle (Blue),4.1636,Male,True,True,True,True,False,False,32957.0,True,Medium,True,False
1.7908101851851852,Young,True,Retriever,Stanwood,unknown,Black,4.0267,Female,unknown,unknown,unknown,True,False,False,6560.0,True,Large,True,False
4.390173611111111,Adult,False,West Highland White Terrier / Westie,Burlington,Medium,White / Cream,0.6935,Female,True,unknown,True,True,False,True,8509.0,True,Small,True,False
159.97768518518518,Young,True,Boxer,Bellingham,Short,Black,9.2886,Female,False,False,False,True,False,True,82944.0,True,Medium,False,False
1.1119212962962963,Adult,False,Australian Cattle Dog / Blue Heeler,Mount Vernon,Medium,unknown,7.6927,Male,unknown,unknown,True,True,False,True,32957.0,True,Medium,True,False
129.6260300925926,Young,False,Catahoula Leopard Dog,University Place,Short,unknown,7.579,Female,False,unknown,False,True,False,True,31991.0,True,Medium,True,False
64.39517361111109,Adult,True,Labrador Retriever,University Place,Short,Apricot / Beige,7.579,Male,False,True,True,True,False,True,31991.0,True,Medium,True,False
186.92206018518522,Adult,False,German Shepherd Dog,Vancouver,Medium,Black,0.9328,Female,False,False,False,True,False,True,168050.0,True,Large,True,False
26.03505787037037,Adult,True,Australian Shepherd,Vancouver,Curly,Black,0.9328,Male,False,False,False,True,False,True,168050.0,True,Medium,True,False
26.076099537037038,Young,True,Hound,Vancouver,Medium,"Tricolor (Brown, Black, & White)",0.9328,Male,False,True,False,True,False,True,168050.0,True,Large,True,False
34.058252314814816,Adult,False,Australian Kelpie,Vancouver,Medium,Black,0.9328,Male,False,True,True,True,False,True,168050.0,False,Medium,True,False
48.266238425925934,Adult,True,German Shepherd Dog,Vancouver,Medium,Black,0.9328,Female,False,True,True,True,False,True,168050.0,True,Large,True,False
57.38009259259259,Young,False,American Staffordshire Terrier,Onalaska,unknown,White / Cream,8.7546,Female,unknown,True,True,True,False,True,977.0,True,Large,False,False
32.75732638888889,Baby,True,American Staffordshire Terrier,Onalaska,Short,White / Cream,8.7546,Male,True,unknown,True,True,True,False,977.0,True,Large,False,False
24.95787037037037,Baby,True,American Staffordshire Terrier,Onalaska,unknown,White / Cream,8.7546,Male,True,unknown,True,True,True,False,977.0,True,Large,False,False
105.21422453703705,Adult,True,Pit Bull Terrier,Vancouver,Short,Black,0.9328,Male,False,False,True,True,False,True,168050.0,True,Medium,True,False
217.88056712962964,Senior,False,Siberian Husky,Vancouver,Long,Black,0.9328,Male,False,True,True,True,False,True,168050.0,True,Large,True,False
217.8945023148148,Senior,True,Siberian Husky,Vancouver,Long,White / Cream,0.9328,Female,False,True,True,True,False,True,168050.0,True,Large,True,False
192.15917824074074,Adult,True,Australian Cattle Dog / Blue Heeler,Vancouver,Medium,Black,0.9328,Female,False,False,False,True,False,True,168050.0,True,Large,True,False
1.9319444444444445,Baby,True,Terrier,Benton City,Short,Gray / Blue / Silver,0.4818,Female,unknown,unknown,unknown,True,False,False,3156.0,True,Medium,True,False
88.35858796296296,Baby,True,Terrier,Benton City,Short,Brindle,0.4818,Female,unknown,unknown,unknown,True,False,False,3156.0,True,Medium,True,False
5.0153125,Young,True,Labrador Retriever,Benton City,Short,Black,0.4818,Female,unknown,unknown,unknown,True,False,True,3156.0,True,Medium,True,False
10.012395833333333,Baby,True,Terrier,Benton City,Short,Black,0.4818,Male,True,True,True,True,False,True,3156.0,True,Medium,True,False
94.34140046296295,Baby,True,Boxer,Benton City,Short,Brindle,0.4818,Female,True,True,True,True,False,False,3156.0,True,Medium,True,False
2.0403819444444444,Baby,True,Boxer,Benton City,Short,Brindle,0.4818,Female,True,True,True,True,False,False,3156.0,True,Medium,True,False
10.036493055555557,Baby,True,Boxer,Benton City,Short,Brindle,0.4818,Male,True,True,True,True,False,False,3156.0,True,Medium,True,False
2.056828703703704,Baby,True,Boxer,Benton City,Short,Brindle,0.4818,Male,True,True,True,True,False,False,3156.0,True,Medium,True,False
10.04355324074074,Baby,True,Boxer,Benton City,Short,Brindle,0.4818,Female,True,True,True,True,False,False,3156.0,True,Medium,True,False
17.00236111111111,Young,True,Border Collie,Benton City,Medium,Black,0.4818,Male,True,True,True,True,False,True,3156.0,True,Medium,True,False
89.99268518518518,Adult,True,Labrador Retriever,Benton City,Short,Brindle,0.4818,Female,unknown,unknown,unknown,True,False,False,3156.0,True,Large,True,False
63.566886574074076,Adult,True,Pit Bull Terrier,Benton City,unknown,Gray / Blue / Silver,0.4818,Female,True,unknown,unknown,True,False,True,3156.0,True,Large,True,False
