age,gender,size,coat,distance,spayed_neutered,house_trained,declawed,special_needs,shots_current,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,color_tertiary,goodwith_children,goodwith_dogs,goodwith_cats,hasimage,hasvideo,duration_as_adoptable,city,population
Young,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Orange / Red,White,none,unknown,unknown,True,True,False,13.051921296296294,Stanwood,6560.0
Young,Male,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,White,none,unknown,unknown,unknown,True,False,9.899328703703702,Stanwood,6560.0
Young,Female,Small,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Brown / Chocolate,White,none,unknown,unknown,unknown,True,False,1.8038541666666668,Stanwood,6560.0
Baby,Female,Small,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,1.8096759259259256,Stanwood,6560.0
Adult,Female,Medium,Medium,4.0267,True,False,False,False,True,Siamese,none,True,False,Seal Point,none,none,unknown,unknown,unknown,True,False,2.7242592592592594,Stanwood,6560.0
Senior,Female,Medium,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,Siamese,True,False,Brown / Chocolate,Cream / Ivory,none,False,False,unknown,True,False,18.976504629629627,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Calico,none,True,False,Calico,none,none,unknown,unknown,unknown,True,False,45.77770833333334,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,39.72625,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Tortoiseshell,none,True,False,Black,Orange / Red,none,unknown,unknown,unknown,True,False,9.001909722222223,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,Orange / Red,none,unknown,unknown,unknown,True,False,3.834201388888889,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,6.993125,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Calico,none,True,False,Calico,none,none,unknown,unknown,unknown,True,False,10.944050925925925,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,False,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,32.850960648148146,Stanwood,6560.0
Young,Female,Medium,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,False,True,False,3.849456018518519,Stanwood,6560.0
Adult,Female,Large,Short,4.0267,True,False,False,False,True,Domestic Short Hair,Tabby,True,False,Black,Brown / Chocolate,none,unknown,unknown,unknown,True,False,32.86033564814815,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,54.00172453703704,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Orange & White,none,none,unknown,unknown,unknown,True,False,25.6915625,Stanwood,6560.0
Adult,Male,Large,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,7.982997685185184,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Siamese,none,True,False,Brown / Chocolate,Cream / Ivory,none,unknown,unknown,unknown,True,False,4.826458333333333,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,White,none,unknown,unknown,True,True,False,33.83607638888889,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Calico,none,False,False,Calico,none,none,unknown,unknown,True,True,False,16.08537037037037,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,White,none,none,unknown,unknown,unknown,True,False,53.92145833333333,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,Calico,True,False,Orange & White,White,none,unknown,unknown,unknown,True,False,18.96962962962963,Stanwood,6560.0
Young,Female,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Black,Brown / Chocolate,none,unknown,unknown,unknown,True,False,4.840243055555557,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Black,Brown / Chocolate,none,False,unknown,unknown,True,False,100.92849537037036,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Tortoiseshell,none,True,False,Black,Orange / Red,none,unknown,unknown,unknown,True,False,10.013518518518516,Stanwood,6560.0
Young,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,White,none,unknown,unknown,True,True,False,47.914050925925935,Stanwood,6560.0
Young,Male,Small,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,1.9630208333333332,Stanwood,6560.0
Adult,Female,Medium,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,4.849814814814816,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,12.947337962962965,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,60.81130787037037,Stanwood,6560.0
Senior,Female,Medium,Short,4.0267,True,False,False,False,True,Calico,none,True,False,Calico,none,none,unknown,unknown,unknown,True,False,16.920636574074074,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,0.8643518518518518,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,2.9026388888888888,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Gray & White,none,none,unknown,unknown,True,True,False,14.012604166666666,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,False,unknown,True,True,False,57.93231481481482,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Black,Gray & White,none,unknown,unknown,unknown,True,False,1.8861458333333332,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Black,Brown / Chocolate,none,unknown,unknown,unknown,True,False,0.8933564814814815,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Seal Point,none,none,unknown,unknown,unknown,True,False,2.932233796296296,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Calico,none,True,False,Calico,none,none,unknown,False,unknown,True,False,20.122048611111108,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Brown / Chocolate,Orange / Red,none,unknown,unknown,unknown,True,False,20.12488425925926,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Orange & White,none,none,unknown,unknown,unknown,True,False,5.002939814814815,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Black,Gray & White,none,unknown,unknown,unknown,True,False,1.916770833333333,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,23.02400462962963,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,False,False,Black,Brown / Chocolate,none,unknown,unknown,unknown,True,False,0.9219791666666668,Stanwood,6560.0
Adult,Female,Small,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,False,False,True,False,0.9275578703703704,Stanwood,6560.0
Young,Male,Medium,Short,4.0267,True,False,False,False,True,Tuxedo,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,False,True,False,6.021354166666668,Stanwood,6560.0
Adult,Female,Small,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,11.066388888888891,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Orange & White,none,none,unknown,unknown,unknown,True,False,5.974247685185184,Stanwood,6560.0
Young,Female,Medium,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,2.2334722222222223,Stanwood,6560.0
Young,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Brown / Chocolate,White,none,unknown,unknown,unknown,True,False,3.2103009259259268,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,False,True,False,19.044803240740737,Stanwood,6560.0
Young,Female,Medium,Short,4.0267,True,False,False,False,True,Tuxedo,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,19.045324074074074,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Black,Brown / Chocolate,none,unknown,unknown,unknown,True,False,11.079641203703703,Stanwood,6560.0
Young,Female,Small,Short,4.0267,True,False,False,False,True,Tortoiseshell,none,True,False,Black,Orange / Red,none,unknown,unknown,unknown,True,False,3.852210648148148,Stanwood,6560.0
Senior,Male,Large,Short,4.0267,True,False,False,True,True,Domestic Short Hair,none,True,False,Black,White,none,unknown,unknown,unknown,True,False,118.18774305555556,Stanwood,6560.0
Adult,Female,Medium,Short,0.6935,True,True,False,False,True,Dilute Tortoiseshell,Domestic Short Hair,True,False,Dilute Tortoiseshell,none,none,True,unknown,True,True,False,11.783472222222226,Burlington,8509.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,Brown / Chocolate,none,unknown,unknown,True,True,False,60.931157407407404,Stanwood,6560.0
Adult,Female,Medium,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black,none,none,unknown,unknown,True,True,False,78.91288194444445,Stanwood,6560.0
Adult,Male,Small,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black,Brown / Chocolate,none,unknown,unknown,False,True,False,1.7252199074074075,Stanwood,6560.0
Adult,Male,Medium,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,0.6794444444444444,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Calico,Domestic Short Hair,True,False,Calico,none,none,unknown,unknown,unknown,True,False,20.058530092592594,Stanwood,6560.0
Senior,Female,Medium,Long,4.0267,True,False,False,True,True,Domestic Long Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,12.229016203703706,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Calico,none,True,False,Calico,none,none,unknown,unknown,unknown,True,False,7.472708333333332,Stanwood,6560.0
Senior,Female,Medium,Short,4.0267,True,False,False,True,True,Domestic Short Hair,none,True,False,Black,White,none,unknown,unknown,False,True,False,82.75950231481481,Stanwood,6560.0
Senior,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Orange & White,none,none,True,True,True,True,False,35.97987268518519,Stanwood,6560.0
Adult,Female,Small,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,White,none,unknown,unknown,False,True,False,125.90366898148147,Stanwood,6560.0
Adult,Female,Small,Short,4.0267,True,False,False,False,True,Siamese,none,True,False,Seal Point,none,none,unknown,unknown,unknown,True,False,13.784421296296294,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,False,Tortoiseshell,none,True,False,Black,Orange / Red,none,unknown,unknown,unknown,True,False,7.932800925925926,Stanwood,6560.0
Adult,Male,Large,Long,4.0267,True,False,False,False,True,Domestic Long Hair,none,True,False,Orange & White,none,none,unknown,unknown,unknown,True,False,22.012256944444445,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Orange & White,none,none,False,unknown,unknown,True,False,15.907523148148147,Stanwood,6560.0
Adult,Female,Medium,Short,0.6935,True,True,False,False,False,Bombay,none,False,False,Black,none,none,True,False,False,False,False,165.16651620370368,Burlington,8509.0
Adult,Female,Medium,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,6.9059143518518535,Stanwood,6560.0
Adult,Female,Small,Medium,4.0267,True,False,True,False,True,Persian,none,True,False,Brown / Chocolate,Cream / Ivory,none,unknown,unknown,unknown,True,False,1.8754629629629629,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Tortoiseshell,none,True,False,Black,Orange / Red,Tortoiseshell,unknown,unknown,unknown,True,False,5.793530092592592,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,Brown / Chocolate,none,unknown,unknown,unknown,True,False,22.870902777777783,Stanwood,6560.0
Young,Female,Medium,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Brown / Chocolate,White,none,unknown,unknown,unknown,False,False,6.711157407407407,Stanwood,6560.0
Young,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,3.9962384259259265,Stanwood,6560.0
Adult,Male,Medium,Long,4.0267,True,False,False,False,True,Domestic Long Hair,Tuxedo,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,6.719131944444443,Stanwood,6560.0
Baby,Male,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Gray / Blue / Silver,none,none,unknown,unknown,unknown,True,False,0.6943402777777777,Stanwood,6560.0
Young,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,3.998518518518519,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Calico,none,True,False,Calico,none,none,unknown,unknown,unknown,True,False,5.809143518518519,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,15.044328703703707,Stanwood,6560.0
Adult,Female,Medium,Long,4.0267,True,False,False,False,True,Domestic Long Hair,none,True,False,Black,Brown / Chocolate,White,unknown,unknown,unknown,True,False,8.816689814814815,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Calico,none,True,False,Calico,none,none,unknown,unknown,unknown,True,False,37.67532407407408,Stanwood,6560.0
Senior,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,Orange & White,none,unknown,unknown,unknown,True,False,9.059375,Stanwood,6560.0
Senior,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,Orange / Red,none,unknown,unknown,unknown,True,False,8.821516203703702,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Orange / Red,none,none,unknown,unknown,True,True,False,8.824907407407407,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Tortoiseshell,none,True,False,Black,Orange / Red,none,unknown,unknown,True,True,False,5.826423611111112,Stanwood,6560.0
